移动IPV6,#genre#
血色浪漫,https://lunbo.freetv.top/yy/1354926676
新水浒传,https://lunbo.freetv.top/yy/1353215589
摸金校尉,https://lunbo.freetv.top/yy/1459714870
炊事班的故事1,https://lunbo.freetv.top/yy/1382749901
炊事班的故事2,https://lunbo.freetv.top/yy/1382736885
石敢当,https://lunbo.freetv.top/yy/1394156613
新白娘子传奇,https://lunbo.freetv.top/yy/1354490667
东北一家人,https://lunbo.freetv.top/yy/1355273385
鹊刀门传奇,https://lunbo.freetv.top/yy/1382745997
倚天屠龙记,https://lunbo.freetv.top/yy/1354755003
再向虎山行,https://lunbo.freetv.top/yy/1355823667
父母爱情,https://lunbo.freetv.top/yy/1382746276
笑傲江湖,https://lunbo.freetv.top/yy/1354930909
小兵张嘎,https://lunbo.freetv.top/yy/1354930225
二号交通站,https://lunbo.freetv.top/yy/1382735582
法证先锋Ⅱ,https://lunbo.freetv.top/yy/1382851597
康熙王朝,https://lunbo.freetv.top/yy/1382851583
士兵突击,https://lunbo.freetv.top/yy/1382828766
雪中悍刀行,https://lunbo.freetv.top/yy/1450496699
安家,https://lunbo.freetv.top/yy/12086226
天下第一,https://lunbo.freetv.top/yy/1354780649
寻秦记,https://lunbo.freetv.top/yy/1382851591
读心神探,https://lunbo.freetv.top/yy/1382736875
伪装者,https://lunbo.freetv.top/yy/1382851593
我的体育老师,https://lunbo.freetv.top/yy/1382745169
欢天喜地七仙女,https://lunbo.freetv.top/yy/1382735553
粟裕大将-影视,https://lunbo.freetv.top/yy/1354926542
生逢灿烂的日子,https://lunbo.freetv.top/yy/1382745085
传奇英雄,https://lunbo.freetv.top/yy/1382735578
大明王朝,https://lunbo.freetv.top/yy/1382736879
大江大河2,https://lunbo.freetv.top/yy/1382736797
最美的青春,https://lunbo.freetv.top/yy/1382851530
厨神小福贵,https://lunbo.freetv.top/yy/1354926537
易中天品三国,https://lunbo.freetv.top/yy/1461244449
西游记张卫健版,https://lunbo.freetv.top/yy/1354936155
仙剑奇侠传,https://lunbo.freetv.top/yy/1382749903
魔幻手机,https://lunbo.freetv.top/yy/1382735544
斗破苍穹,https://lunbo.freetv.top/yy/1356051105
红楼梦1987经典版,https://lunbo.freetv.top/yy/1382745084
穿越时空的爱恋,https://lunbo.freetv.top/yy/1382735567
黑冰,https://lunbo.freetv.top/yy/1354932427
施公奇案,https://lunbo.freetv.top/yy/1382749918
三国演义94版,https://lunbo.freetv.top/yy/1354930932
无敌县令,https://lunbo.freetv.top/yy/1354932390
欢乐颂,https://lunbo.freetv.top/yy/1382735624
以家人之名,https://lunbo.freetv.top/yy/1382736908
大汉贤后卫子夫,https://lunbo.freetv.top/yy/1382735569
我爱我家,https://lunbo.freetv.top/yy/1382735557
粉红女郎,https://lunbo.freetv.top/yy/1354888671
平凡岁月,https://lunbo.freetv.top/yy/1382745117
大唐双龙传,https://lunbo.freetv.top/yy/1354930979
鹿鼎记-陈小春版,https://lunbo.freetv.top/yy/1382736920
河山,https://lunbo.freetv.top/yy/1382749952
飓风营救,https://lunbo.freetv.top/yy/1382735547
战火中的故事,https://lunbo.freetv.top/yy/1382735625
我的父亲我的兵,https://lunbo.freetv.top/yy/1353413714
大汉天子S2,https://lunbo.freetv.top/yy/1382736807
忠烈杨家将,https://lunbo.freetv.top/yy/1382749909
渴望,https://lunbo.freetv.top/yy/1354930963
谈判专家,https://lunbo.freetv.top/yy/1382735560
第8号当铺,https://lunbo.freetv.top/yy/1382736905
大江大河,https://lunbo.freetv.top/yy/1382736806
编辑部的故事,https://lunbo.freetv.top/yy/1354936120
降服魔女的手段-泰剧,https://lunbo.freetv.top/yy/1354932405
宫心计,https://lunbo.freetv.top/yy/1354932429
大太监,https://lunbo.freetv.top/yy/1382736886
大时代,https://lunbo.freetv.top/yy/1354930891
巾帼枭雄之义海豪情,https://lunbo.freetv.top/yy/1382736859
小公举,https://lunbo.freetv.top/yy/1382745124
暮光之城全季,https://lunbo.freetv.top/yy/1354930181
缺宅男女-精彩港剧,https://lunbo.freetv.top/yy/1382745088
法外风云,https://lunbo.freetv.top/yy/1382736805
财阀女与军官的浪漫爱情-韩剧,https://lunbo.freetv.top/yy/1354889042
怪医文三块,https://lunbo.freetv.top/yy/1354936154
苦乐村官,https://lunbo.freetv.top/yy/1382736864
雍正王朝,https://lunbo.freetv.top/yy/23206872
守望的天空-泪目电视剧,https://lunbo.freetv.top/yy/1382736843
大明宫词,https://lunbo.freetv.top/yy/1382745190
金婚,https://lunbo.freetv.top/yy/1382736832
飞虎之雷霆极战,https://lunbo.freetv.top/yy/1382736869
嫦娥,https://lunbo.freetv.top/yy/1354658064
娘亲舅大,https://lunbo.freetv.top/yy/1354932360
俺娘田小草,https://lunbo.freetv.top/yy/1382741638
名媛望族-精彩港剧,https://lunbo.freetv.top/yy/1354932431
回家的诱惑,https://lunbo.freetv.top/yy/1382851148
霸道总裁爱上女秘书,https://lunbo.freetv.top/yy/1354936167
金装四大才子,https://lunbo.freetv.top/yy/1354926600
功夫婆媳-家庭剧,https://lunbo.freetv.top/yy/1382736883
家有九凤,https://lunbo.freetv.top/yy/1354930894
钟馗传说,https://lunbo.freetv.top/yy/1382736839
妖神记,https://lunbo.freetv.top/yy/1382745171
飞虎之潜行极战,https://lunbo.freetv.top/yy/1354932420
冲上云霄2,https://lunbo.freetv.top/yy/1354933556
毒液：致命守护者,https://lunbo.freetv.top/yy/1382745095
多重人格,https://lunbo.freetv.top/yy/1382749953
东邪西毒,https://lunbo.freetv.top/yy/1382745189
碧血盐枭,https://lunbo.freetv.top/yy/1354936178
甲午大海战,https://lunbo.freetv.top/yy/1354936195
仙灵儿,https://lunbo.freetv.top/yy/1382736887
武林客栈,https://lunbo.freetv.top/yy/1382773728
家族荣耀,https://lunbo.freetv.top/yy/1382745103
溏心风暴之家好月圆,https://lunbo.freetv.top/yy/1354888747
丁大命,https://lunbo.freetv.top/yy/1382735579
消失的子弹,https://lunbo.freetv.top/yy/1354930903
民兵葛二蛋,https://lunbo.freetv.top/yy/1382736895
跳跃生命线,https://lunbo.freetv.top/yy/1382735566
老九门,https://lunbo.freetv.top/yy/1356336883
原始拓荒客,https://lunbo.freetv.top/yy/1382749913
我的特一营,https://lunbo.freetv.top/yy/1507519895
我是特种兵利刃出鞘,https://lunbo.freetv.top/yy/1354127609

春晚节目,#genre#
春晚1984,http://txmov2.a.kwimgs.com/upic/2022/01/31/15/BMjAyMjAxMzExNTU5NTRfNDAzMDAxOTlfNjYyNzMyMzg3MTRfMF8z_b_B192356dadbc90d207ba16964d4c2914c.mp4
春晚1985,http://txmov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMDFfNDAzMDAxOTlfNjYyNzMyNTAwMzJfMF8z_b_Be73c5abcbc0eeb2ec9fce6842e1362a4.mp4
春晚1986,https://txmov2.a.kwimgs.com/bs3/video-hls/5231493982164619599_hlshd15.m3u8
春晚1987,https://txmov2.a.kwimgs.com/bs3/video-hls/5195746663405928031_hlsb.m3u8
春晚1988,https://txmov2.a.kwimgs.com/bs3/video-hls/5216575810935394655_hlsb.m3u8
春晚1989,http://txmov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMTVfNDAzMDAxOTlfNjYyNzMyNzQ2OTlfMF8z_b_Be477b27b9ce655d2372df56a5a3d96ef.mp4
春晚1992,https://txmov2.a.kwimgs.com/bs3/video-hls/5256826755663896297_hlshd15.m3u8
春晚1993,https://txmov2.a.kwimgs.com/bs3/video-hls/5217420261875933947_hlshd15.m3u8
春晚1994,https://txmov2.a.kwimgs.com/bs3/video-hls/5197154061406974711_hlshd15.m3u8
春晚1995,https://txmov2.a.kwimgs.com/bs3/video-hls/5255137907893179578_hlshd15.m3u8
春晚1997,https://txmov2.a.kwimgs.com/bs3/video-hls/5230649583590411879_hlshd15.m3u8
春晚1998,https://txmov2.a.kwimgs.com/bs3/video-hls/5225864507896315430_hlshd15.m3u8
春晚1999,https://txmov2.a.kwimgs.com/bs3/video-hls/5258234133675308186_hlshd15.m3u8
春晚2000,https://txmov2.a.kwimgs.com/bs3/video-hls/5216294359327079321_hlshd15.m3u8
春晚2001,https://txmov2.a.kwimgs.com/bs3/video-hls/5228960735897942616_hlshd15.m3u8
春晚2002,https://txmov2.a.kwimgs.com/bs3/video-hls/5255700858599864364_hlshd15.m3u8
春晚2004,https://txmov2.a.kwimgs.com/bs3/video-hls/5223894184413450769_hlshd15.m3u8
春晚2005,https://txmov2.a.kwimgs.com/bs3/video-hls/5254012008863954469_hlshd15.m3u8
春晚2006,https://txmov2.a.kwimgs.com/bs3/video-hls/5194339310474320155_hlshd15.m3u8
春晚2007,https://txmov2.a.kwimgs.com/bs3/video-hls/5219953534755647343_hlshd15.m3u8
春晚2008,https://txmov2.a.kwimgs.com/bs3/video-hls/5194902262344826321_hlshd15.m3u8
春晚2009,https://txmov2.a.kwimgs.com/bs3/video-hls/5210946337266019890_hlshd15.m3u8
春晚2014,https://txmov2.a.kwimgs.com/bs3/video-hls/5245286283437869627_hlshd15.m3u8
春晚2019,https://txmov2.a.kwimgs.com/bs3/video-hls/5222205336887088723_hlshd15.m3u8
春晚2020,https://txmov2.a.kwimgs.com/bs3/video-hls/5248101009010430183_hlshd15.m3u8
春晚2020,http://txmov2.a.kwimgs.com/upic/2022/01/30/17/BMjAyMjAxMzAxNzA5NDdfNDAzMDAxOTlfNjYxNzQ2MDAyMTFfMF8z_b_B5d51d9564c5670dc66faeba20aa7af3f.mp4
春晚2021,http://txmov2.a.kwimgs.com/upic/2022/01/30/17/BMjAyMjAxMzAxNzE4NTJfNDAzMDAxOTlfNjYxNzUzOTg3NjlfMF8z_b_Be41d9503181d7b0608a839ed401e02c2.mp4
春晚2022,http://txmov2.a.kwimgs.com/upic/2022/02/01/11/BMjAyMjAyMDExMTEwMjNfNDAzMDAxOTlfNjYzNzA4MTk4NzNfMF8z_b_B898cc7ddd0025bf54ddb18ec1f723c84.mp4
春晚2023,https://txmov2.a.kwimgs.com/bs3/video-hls/5251197255879398624_hlshd15.m3u8
重温经典,#genre#
封神榜86版,http://43.138.170.29:35455/yy/1353426319
射雕英雄传83版,http://43.138.170.29:35455/yy/1354210357
红楼梦87版,http://43.138.170.29:35455/yy/1382745084
三国演义94版,http://cfss.cc/cdn/hy/11602081.flv
新三国演义10版,http://43.138.170.29:35455/yy/23512910
新水浒传11版,http://cfss.cc/cdn/hy/11342384.flv
天龙八部黄日华版,http://43.138.170.29:35455/yy/1351814644
神雕侠侣古天乐版,http://cfss.cc/cdn/hy/23865171.flv
笑傲江湖吕颂贤版,http://cfss.cc/cdn/hy/23865142.flv
倚天屠龙记苏有朋版,http://43.138.170.29:35455/yy/1449856066
倚天屠龙记吴启华版,http://cfss.cc/cdn/hy/23734246.flv
鹿鼎记陈小春版,http://cfss.cc/cdn/hy/23865080.flv
铁齿铜牙纪晓岚,http://cfss.cc/cdn/hy/11342396.flv
康熙微服私访记,https://live.metshop.top/yy/1352811698
康熙王朝,http://cfss.cc/cdn/hy/11352940.flv
雍正王朝,http://cfss.cc/cdn/hy/11342439.flv
大汉天子,https://live.metshop.top/yy/1382736807
宰相刘罗锅,http://43.138.170.29:35455/yy/1382745191
神医喜来乐,http://43.138.170.29:35455/yy/1382714119
忠烈杨家将,https://live.metshop.top/yy/1382749909
少年歌行,http://43.138.170.29:35455/yy/1450556636
雪中悍刀行,http://43.138.170.29:35455/yy/1382660835
庆余年,http://cfss.cc/cdn/hy/11352960.flv
鹊刀门传奇,http://43.138.170.29:35455/yy/1355344777
花千骨,http://43.138.170.29:35455/yy/1354943110
知否知否应是绿肥红瘦,http://43.138.170.29:35455/yy/21881901
神探狄仁杰,http://43.138.170.29:35455/yy/1351755386
仙剑奇侠传,http://43.138.170.29:35455/yy/1382749903
武林外传,http://43.138.170.29:35455/yy/1355652820
宝莲灯前传,http://43.138.170.29:35455/yy/1354931631
西游记后传,http://43.138.170.29:35455/yy/1382736846
济公游记,http://43.138.170.29:35455/yy/1355265814
上海滩80版,http://43.138.170.29:35455/yy/1382745184
新白娘子传奇,http://43.138.170.29:35455/yy/1354930969
福贵,http://43.138.170.29:35455/yy/1354926537
金婚,http://43.138.170.29:35455/yy/1382736832
正阳门下,http://43.138.170.29:35455/yy/1354931580
黑冰,https://live.metshop.top/yy/1354932427
天道,https://live.metshop.top/yy/1382735574
血色浪漫,http://43.138.170.29:35455/yy/1354926676
父母爱情,https://live.metshop.top/yy/1354926650
情满四合院,http://43.138.170.29:35455/yy/1382736888
永远一家人,http://43.138.170.29:35455/yy/1382736873
爱情公寓,http://cfss.cc/cdn/hy/11336726.flv
我爱我家,https://live.metshop.top/yy/1382735557
家有儿女,http://cfss.cc/cdn/hy/11352872.flv
回家的诱惑,http://43.138.170.29:35455/yy/1354658048
粉红色女郎,http://43.138.170.29:35455/yy/1354888671
放羊的星星,http://43.138.170.29:35455/yy/1355260662
来自星星的你,http://43.138.170.29:35455/yy/1354930976
繁花,http://cfss.cc/cdn/hy/21059580.flv
大江大河,https://live.metshop.top/yy/1382736806
大江大河2,https://live.metshop.top/yy/1382736797
我的前半生,http://43.138.170.29:35455/yy/1382735564
小欢喜,https://live.metshop.top/yy/1382737888
欢乐颂,http://43.138.170.29:35455/douyu/3756989
好先生,http://43.138.170.29:35455/douyu/9650792
我的体育老师,http://43.138.170.29:35455/yy/1382745169
生逢灿烂的日子,http://43.138.170.29:35455/yy/1382745085
狂飙,http://43.138.170.29:35455/yy/1355142167
白夜追凶第一季,https://live.metshop.top/yy/1354932359
士兵突击,http://43.138.170.29:35455/yy/1382828766
火蓝刀锋,http://43.138.170.29:35455/yy/1382737892
我是特种兵,http://43.138.170.29:35455/yy/37999586
特种兵火凤凰,http://43.138.170.29:35455/yy/1463088777
地下交通站,http://43.138.170.29:35455/yy/37880083
小兵张嘎,http://43.138.170.29:35455/yy/1354930225
津门飞鹰,http://43.138.170.29:35455/yy/1354143942
五号特工组,http://43.138.170.29:35455/yy/1507704566
怪医文三块,http://43.138.170.29:35455/yy/1354936154
二炮手,http://43.138.170.29:35455/yy/1354930964
风筝,http://43.138.170.29:35455/yy/1354931585
伪装者,http://43.138.170.29:35455/yy/1382851593
叛逆者,https://live.metshop.top/yy/1382736868
鬼吹灯之怒晴湘西,http://cfss.cc/cdn/hy/11602075.flv
鬼吹灯之龙岭迷窟,http://cfss.cc/cdn/hy/29465863.flv
鬼吹灯之昆仑神宫,http://cfss.cc/cdn/hy/11601957.flv
鬼吹灯之云南虫谷,https://live.metshop.top/huya/11352898#http://cfss.cc/cdn/hy/11352898.flv
鬼吹灯之南海归墟,https://live.metshop.top/huya/11352883#http://cfss.cc/cdn/hy/11352883.flv
使徒行者,http://cfss.cc/cdn/hy/23734256.flv
飞虎之雷霆极战,https://live.metshop.top/yy/1382736869
飞虎之潜行极战,https://live.metshop.top/yy/1354932420
法证先锋Ⅰ,https://live.metshop.top/yy/1354930939
法证先锋Ⅱ,https://live.metshop.top/yy/1354888736
法证先锋Ⅲ,http://cfss.cc/cdn/hy/23863804.flv
法证先锋Ⅳ,http://cfss.cc/cdn/hy/23829543.flv
谈判专家,https://live.metshop.top/yy/1382735560
读心神探,https://live.metshop.top/yy/1382736875
心理追凶,https://live.metshop.top/yy/1354936207
机动部队,https://live.metshop.top/yy/1354932371
刑事侦缉档案,http://cfss.cc/cdn/hy/23734169.flv
鉴证实录,http://cfss.cc/cdn/hy/23903183.flv
扫黄先锋,http://cfss.cc/cdn/hy/23903196.flv
陀枪师姐,http://cfss.cc/cdn/hy/23860039.flv
创世纪,http://cfss.cc/cdn/hy/23749083.flv
流金岁月,http://43.138.170.29:35455/yy/1382736891
笑看风云,http://cfss.cc/cdn/hy/23865058.flv
大时代,http://cfss.cc/cdn/hy/23865161.flv
缺宅男女,https://live.metshop.top/yy/1382745088
男亲女爱,http://43.138.170.29:35455/yy/1382736715
溏心风暴之家好月圆,https://live.metshop.top/yy/1354888747
名媛望族,https://live.metshop.top/yy/1354932431
楚汉骄雄,http://cfss.cc/cdn/hy/23740156.flv
洗冤录,http://cfss.cc/cdn/hy/23903130.flv
金枝欲孽,http://cfss.cc/cdn/hy/23865036.flv
大唐双龙传,http://cfss.cc/cdn/hy/23728674.flv
金玉满堂,https://live.metshop.top/yy/1382736881
天下第一,https://live.metshop.top/yy/1382736838
公主嫁到,https://live.metshop.top/yy/1382736915
宫心计,https://live.metshop.top/yy/1354932429
寻秦记,http://43.138.170.29:35455/yy/1382749900
鹿鼎记梁朝伟版,http://cfss.cc/cdn/hy/23734183.flv
西游记张卫健版,http://43.138.170.29:35455/yy/1354936155
麻豆傳媒,#genre#
果凍傳媒01,https://video2.51daao.com/btt1/2021/03/20210315/nqgw0eJK/index.m3u8
果凍傳媒02,https://video2.51daao.com/btt1/2021/03/20210309/rwTpu16k/index.m3u8
果凍傳媒03,https://video2.51daao.com/btt1/2021/03/20210309/WQ1u7YIC/index.m3u8
果凍傳媒04,https://video2.51daao.com/btt1/2021/03/20210305/DkRXRNsh/index.m3u8
